股票代码,股票简称,公告日期,净利润(元),营业总收入(元),营业总支出(元),营业支出(元),销售费用(元),管理费用(元),财务费用(元),营业利润(元),利润总额(元),营业总收入同比(%),净利润同比(%)
000952,广济药业,2023-04-20 00:00:00,19907205.68,536281129.73,528709910.51,350193511.82,23252236.24,85821492.48,7940733.38,18222605.45,17662806.92,12.5850194132,-73.16
300153,科泰电源,2023-04-18 00:00:00,17148380.75,609461074.13,614536588.35,521463025.81,19810253.64,40537037.59,5936381.24,18051207.39,19291794.66,-1.4261215411,37.66
300685,艾德生物,2023-04-15 00:00:00,224157836.85,599258982.8,452266245.86,100427534.5,208499822.47,49647936.61,-30268298.24,256234697,255655771.92,-7.1974723816,26.96
601519,大智慧,2023-04-12 00:00:00,-87297259.99,526072777.05,613338771.45,227950371,85069138.07,160192224.56,-12903215.21,-82378528.47,-82013760.13,-3.1283099153,-1421.66
832471,美邦科技,2023-04-12 00:00:00,48902569.25,418798998.44,334735776.27,285865021.02,2542007.11,22549893.09,1577816.82,86223321.02,86162358.46,19.4312419327,-22.784396614189
601177,杭齿前进,2023-04-12 00:00:00,144742109.69,1717679220.55,1656554632.48,1351905119.41,56824815.79,125555076.23,23116109.56,160748194,160707655.38,3.4719847702,4.57
688603,天承科技,2023-04-10 00:00:00,42796851.93,280202501.51,232882640.81,191789791.31,12635600.76,9626653.99,1013116.51,48166586.5,48329148.06,None,None
000718,苏宁环球,2023-04-08 00:00:00,491764836.3,1810268777.98,1161085428.02,744164030.31,90113964.22,185991815.76,32272196.09,639555341.1,634231229.77,-25.723965438,-33.67
601619,嘉泽新能,2023-04-08 00:00:00,374785693.33,1270907604.96,891075610.11,489575020.11,None,108056085.03,289012478.35,371205209.71,407660300.78,16.9674490127,-8.12
000557,西部创业,2023-04-06 00:00:00,227479064.3,1208258615.38,929117513.6,888876878.28,951189.59,53375711.96,-24626703.21,282407195.54,275457153.78,50.3205601992,16.19
600753,庚星股份,2023-04-04 00:00:00,3431685.59,1639463737.75,1629611198.25,1618825565.45,1816618.35,7811474.8,595694.77,10913281.42,10715739.74,26.2092384515,-18.56
688478,晶升股份,2023-03-31 00:00:00,19157314.98,131784793,120319463.1,82857933.07,3727771.25,18109742.93,-151122.28,20433358.77,20263914.63,5.1960764359,-40.365964692423
603603,*ST博天,2023-03-31 00:00:00,-252137149.23,588545358.68,821854764.76,524470687.62,5160951.43,85647041.76,195436447.92,-232208527.72,-243443085.22,-53.7884566668,-29.96
002552,宝鼎科技,2023-03-31 00:00:00,8459874.94,527726128.19,520285477.72,459086458.72,3734486.2,31182049.32,2319714.43,7599604.78,7263092.59,106.5944894473,9.94
688433,华曙高科,2023-03-27 00:00:00,54892920.54,274678118.78,224928894.38,126927219.61,33692524.37,29097478.77,-8011225.74,61117332,61340882.35,48.4694489428,73.036839506618
837748,路桥信息,2023-03-23 00:00:00,-4621404.77,115994509.68,133732572.71,78674657.73,15025660.78,11404959.08,1868316.1,-9130940.17,-9117889.3,52.4437845775,60.29978493663
600185,格力地产,2023-03-23 00:00:00,154461011.99,2754540503.16,2832590321.95,2042514065.16,90875247.51,119722795.81,317479958.62,141059698.8,143725324.43,-55.3512170146,-75.89
002928,华夏航空,2023-03-23 00:00:00,-1510622255.26,2027191138.57,3971048268.54,2930039717.31,139967520.73,169672969.36,712211258.73,-1793574123.27,-1793507204.05,-38.1137878797,-1054.47
601038,一拖股份,2023-03-22 00:00:00,795803452.32,10320425131.42,9245609963.55,8525370329.09,119391600.83,238283910.9,-27813650.22,762530546.71,765091363.31,25.3988229388,18.92
603125,常青科技,2023-03-20 00:00:00,141580822.99,697300061.28,532791594.49,485039378.28,5822102.76,20104126.86,-10154756.22,162345368.6,162348027.08,27.8052350039,33.078741216715
872895,花溪科技,2023-03-16 00:00:00,24250871.47,119153536.93,93670158.04,78682339.54,4084562.95,7097885.34,-311184.36,28526101.31,28275096.28,-17.4466017303,-8.873140643359
600168,武汉控股,2023-03-15 00:00:00,100881921.6,2023698275.36,1932718605.38,1503322935.46,3467466.41,59894648.72,323985191.05,98464192.15,119476205.35,-0.9707870697,-61.65
688531,日联科技,2023-03-14 00:00:00,32502484.46,320451693.44,301837745.12,198081677.05,37178544.64,25330133.52,832151.85,32249145.85,32406741.7,42.4556529481,23.752829826215
301439,泓淋电力,2023-03-14 00:00:00,153959254.2,1837474729.49,1679323559.94,1556267207.63,29395902.81,33434398.88,-11791981.38,159072472.15,159075198.81,-1.3125779781,14.141292569659
000695,滨海能源,2023-03-13 00:00:00,-72584281.08,319438060.57,386857347.06,321924939.3,15453983.45,26544895.98,9031635.33,-112785877.19,-114938291.38,-15.8052028494,-147.99
603829,洛凯股份,2023-03-04 00:00:00,45062176.41,1175209166.34,1091391478.97,940902871.86,26247524.7,59647324.65,10058922.2,79427586.4,79387136.61,31.9995145191,-12.06
300582,英飞特,2023-03-02 00:00:00,184668403.03,1169158703.67,965400224.21,760541139.32,70830272.17,67850505.74,-12470183.55,215393073.97,214657248.18,9.6081965319,13.56
873593,鼎智科技,2023-03-02 00:00:00,84376209.52,257318114.33,154420110.79,116423730.04,19148885.01,12656512.42,-5257915.57,100687658.87,100328615.94,77.9893245706,79.765881700435
601059,信达证券,2023-02-28 00:00:00,723840200,2691859300,1846273500,None,None,1836525600,None,845585900,841547100,4.2382215689,0.291296922511
688211,中科微至,2023-02-28 00:00:00,18750603.04,1067711972.62,1082288526.91,872313132.57,51486996.39,52910482.15,-15740507.11,25747710.22,23705144.42,9.787435179,-81.7
833575,康乐卫士,2023-02-28 00:00:00,-210618514.39,887876,212012939.49,35395.63,None,56479953.06,-16754217.69,-210771953.95,-210511334.59,331.2327197479,32.747516494078
833394,民士达,2023-02-27 00:00:00,45237364.23,207232295.16,161649496.47,140989902.81,5604497.91,4110164.16,-2074847.05,51718364.95,51715845.89,26.9654790987,50.801307583386
300996,普联软件,2023-02-13 00:00:00,13102304.3,256611963.91,266756796.53,131253733.13,10385085.76,47635094.91,-1332437.89,5142006.06,5146142.21,20.4897716917,-69.36
603056,德邦股份,2023-02-11 00:00:00,326242610.26,22816672634.8,22776659534.59,20198417328.77,353703930.37,1976544457.65,157014668.02,376500993.33,375229160.35,1.1440941118,1070
301303,真兰仪表,2023-01-31 00:00:00,131536564.7,838685601.29,705566598.52,536052616.33,70253153.44,29638486.31,1857698.41,156083891.6,156085466.12,3.3287055484,-18.221851574074
603190,亚通精工,2023-01-31 00:00:00,113079492.37,972494080.86,843334210.37,729948505.07,12068768.91,35106933.75,19951462.42,131683951.33,131616658.61,-14.0658001131,-10.87
688486,龙迅股份,2023-01-31 00:00:00,49810995.34,172669623.23,126375946.69,62844924.71,5802730.02,16728650.79,-1517185.18,49718298.92,50366217.96,7.0849998366,-3.514774397193
001260,坤泰股份,2023-01-30 00:00:00,46363984.5,323411805.78,265943538.74,226197085.88,4805872.81,21397793.71,1418935.97,55808152.89,55097862.74,5.9471474072,-17.08
001314,亿道信息,2023-01-30 00:00:00,170972112.03,2129057019.91,1949235171.48,1707443909.41,73210394.94,76289610.15,-29872495.56,183775913,185062864,None,None
688307,中润光学,2023-01-20 00:00:00,24282820.13,273305714.64,251340669.42,182278853.94,5614848.29,31829868.65,-646419.07,25229954.95,25143980.06,6.6994574574,113.26
301419,阿莱德,2023-01-16 00:00:00,47907751.96,271396012.38,214948216.65,169259002.06,8076045.84,22097649.45,-5730727.59,53596712.92,52995591.52,4.8112847377,-2.520117290621
871478,巨能股份,2023-01-16 00:00:00,22042245.58,192861235.73,174618265.15,137347156.6,15350515.82,11375507.05,2710286.63,23831446.58,23796754.81,31.1090333731,23.75
301358,湖南裕能,2023-01-13 00:00:00,2117605250.62,26520699046.24,23696230264.22,22870522456.02,13745019.17,203791856.84,166870230.86,2540431724.75,2494520761.47,704.6637041304,309.71
688515,裕太微,2023-01-13 00:00:00,7617772.98,299447941.56,299081689.66,166746633.15,14178750.3,26343522.9,-3281393.12,7617769.11,7617772.98,111.1412043528,229.89
300988,津荣天宇,2023-01-12 00:00:00,65005570.98,1087763952.16,1009832048.51,903379180.46,5385679.91,57357429.6,-3365625.16,72281100.77,77605246.35,7.2794268076,19.54
000751,锌业股份,2023-01-12 00:00:00,-574430.75,14130240943.34,14148033764.86,13763279936.56,2882068.72,177442542.79,136069467.55,-402638.91,12011845.59,-5.1145211428,-100.28
301373,凌玮科技,2023-01-10 00:00:00,68357828.81,295283512.86,217889768.39,183480408.59,16315000.24,9802240.32,-4446917.13,83154976.68,83068545.14,-0.0846346097,41.14
301260,格力博,2023-01-10 00:00:00,201920835.75,4174151423.97,3978963015.62,3132158602.38,459764311.11,357078667.62,-141538222.53,170343376.99,177715583.79,11.8303564976,-9.959981943823
603307,扬州金泉,2023-01-10 00:00:00,210084540.82,860571028.51,629805202.5,627491890.85,3589991.47,18602334.77,-43730091.56,231272188.73,231326434.68,54.4415376491,192.12
603281,江瀚新材,2023-01-05 00:00:00,830639821.08,2662537686.97,1639018943.91,1505515638.44,16377923.92,97528325.96,-92767202.92,964550739.51,960644528.92,68.133132441,133.87624454623
600022,山东钢铁,2022-12-30 00:00:00,342654882.52,76596468255.7,75376130829.44,71923956713.94,286667235.84,959737812.38,328342427.16,1405556569.58,1479814699.16,-12.2515201506,-87.99
688435,英方软件,2022-12-30 00:00:00,6172379.31,113985364.96,116896439.21,17998348.25,40168525.32,9362686.98,-848573.42,5610388.09,5676171.73,33.5877730369,60.61
301317,鑫磊股份,2022-12-30 00:00:00,57906230.09,530445899.41,463874514.74,389151788.7,30911410.44,16582541.71,-2203237.66,63812087.46,63863376.85,-14.0797984506,23.849248535501
002022,科华生物,2022-12-29 00:00:00,1192036619.09,5382824487.5,3154226557.34,2314573445.27,457645810.32,264368379.03,-85000293.24,2275746286.86,2274422621.22,44.3967472746,63.5
603173,福斯达,2022-12-29 00:00:00,111948243.44,1271541246.54,1124649105.05,1017097525.62,14551219.34,28177202.62,-74348.89,119728035.43,121151539.9,42.327912533,34.47
688485,九州一轨,2022-12-28 00:00:00,21372646.93,225408720.02,188555023.54,126913644.27,22904459.82,19212149.89,-318226.23,22755323.38,22755324.13,-6.1053451805,-33.69
688529,豪森股份,2022-12-27 00:00:00,81875549.1,1150059749.21,1063224761,838819982.35,24176279.8,87402588.9,30172611.71,82844295.29,83381462.57,39.150288468,87.8
837174,宏裕包材,2022-12-26 00:00:00,33132171.96,501887281.03,469015593.7,434137828.05,5010041.8,7867370.8,2319766.18,31956525.67,35773660.16,18.9284165224,18.549157597894
688378,奥来德,2022-12-24 00:00:00,111920328.64,393152147.41,280881547.65,173377804.88,7408551.5,50334150.16,-15872651.77,120663036.01,120631100.54,2.8361433692,-23.82
603286,日盈电子,2022-12-24 00:00:00,-3563184.92,528961699.5,535819504.31,450855716.24,10351213,41298204.87,4103200.3,-97004.08,-2279383.9,26.5748408794,-121.78
600079,人福医药,2022-12-23 00:00:00,2224772165.65,16255402210.02,14223530103.04,9198519415.37,3080654980.12,1043989892.43,128648240.13,3142857439.4,3083907023.18,9.3841433615,103.37
873576,天力复合,2022-12-22 00:00:00,56092895.66,480386708.16,411901155.21,367143246.17,4235233.5,20227670.67,-1673308.67,66493308.3,66445905.74,34.3487002448,79.67
000702,正虹科技,2022-12-21 00:00:00,-81111777.69,837303591.2,937790976.91,841829093.31,18299416.23,53005480.09,15758393.39,-100301881.36,-106149920.31,-19.414577383,63.27
830896,旺成科技,2022-12-20 00:00:00,28065386.06,238583278.66,208628833.6,182227553.96,2227917.93,15143713.78,-2906234.31,30773964.43,30596129.94,-11.5840907436,-7.96
688506,百利天恒,2022-12-19 00:00:00,-242806684.58,480342116.45,746407812.45,151292810.44,227011898.88,59748283.93,15646040.92,-249457575.27,-250790259.41,-21.7482920786,-954.86
301105,鸿铭股份,2022-12-16 00:00:00,44582959.52,211735388.2,164942774.76,125692707.64,23447804.8,10490696.94,-6635725.78,50681859.84,50922507.83,-21.6988818358,-9.77
831304,迪尔化工,2022-12-16 00:00:00,53804964.08,615670901.22,542687803.53,517478291.63,3251537.9,16710277.07,1714642.67,72506068.54,72680620.91,71.9283508317,142.502191209662
870726,鸿智科技,2022-12-15 00:00:00,24427042.56,309049412.06,276525394.03,258654541.51,5323445.58,8537293.12,-7088814.39,28906239.69,28741915.76,14.3108794191,147.48
836717,瑞星股份,2022-12-15 00:00:00,18407536.15,135954814.99,113158808.71,76986071.74,9944791.71,17205740.04,1536679.5,21197777.56,21183086.13,11.0757634906,-17.817583884071
832175,东方碳素,2022-12-15 00:00:00,77608452.77,255729626.48,168741104.32,146068473.8,2682856.13,9511059.31,573407.71,91218327.12,91165552.39,5.7734390514,167.06
300201,海伦哲,2022-12-13 00:00:00,64413641.76,692348738.81,608369004.36,469381989.7,57028655.04,39838947.2,2229556.46,73132528.68,72820381.33,-34.3900757151,34.67
839719,宁新新材,2022-12-13 00:00:00,62065782.22,373713188.06,299868690.57,251175748.2,4744241.89,16058487.64,12443701.44,75340207.96,75114512.2,41.6728186287,1.06
688525,佰维存储,2022-12-13 00:00:00,76042963.76,2185343451.67,2089231296.89,1862576188.2,72212579.34,51075958.45,6700608.41,76518882.16,76527515.49,6.799291273,-34.04
300380,安硕信息,2022-12-13 00:00:00,2711876.14,483226964.95,489691220.42,323782488.03,18084852.69,50790242.78,3063368.45,-8430324.29,-8703974.65,15.3547851892,147.07
000528,柳工,2022-12-13 00:00:00,586005883.73,20033632182.57,19291658877.48,16774786615.14,1337838313.39,540585921.15,29883230.42,731672001.78,752495934.65,-11.3793475437,-42.45
838837,华原股份,2022-12-12 00:00:00,31203868.79,382071311.69,342455215.29,294616362.14,19307022.94,15603550.28,-3096723.78,34031460.15,34074012.58,-5.2769567949,-4.05
832651,天罡股份,2022-12-12 00:00:00,44699721.44,164107850.54,127026993.86,78773773.14,27158138.66,11239539.47,-378919.59,50473038.64,51299169.66,-7.5051780346,-6.060267057757
301297,富乐德,2022-12-12 00:00:00,63118311.14,462750864.46,395057591.69,296327831.3,27182833.87,36958398.6,1018394.03,76407846.81,73561032.18,11.3201365401,0.712470053781
688496,清越科技,2022-12-09 00:00:00,30738408.31,760716014.51,746318909.68,621109018.83,12989667.35,28152364.83,17469747.43,20879714.98,20968852.89,68.93686366,-2.71
002651,利君股份,2022-12-09 00:00:00,136051643.86,585464624.91,437251905.48,344504690.79,23050638.58,60711321.8,-20172275.05,158735846.89,158684051.14,-19.165712411,-21.55
688475,萤石网络,2022-12-08 00:00:00,219052247,3136926891.09,2942444814.92,2005929239.8,384607700.86,108981486.41,-14363030.57,218075185.04,218281283.38,1.9191977839,-27.97
301255,通力科技,2022-12-08 00:00:00,72741847.28,342896492.76,273003988.56,237060685.26,11897654.49,7227282.26,-1212544.15,74084034.74,83168141.12,0.6671293902,18.654960720863
688410,山外山,2022-12-08 00:00:00,34192947.58,259265730.54,234464466.52,151154993.75,44790790.83,20623249.95,-682923.15,38021372.54,35919152.21,36.9019376079,866.22
601022,宁波远洋,2022-12-07 00:00:00,543044906.99,3484876727.39,2808067914.19,2717662546.35,None,106772799.34,-32680344.46,726911533.94,728822701.93,27.85,51.13
301301,川宁生物,2022-12-07 00:00:00,332291748.85,2939569616.72,2476808519.84,2109192291.62,8332591.16,197710205.61,90107743.75,433774118.84,389811184.19,15.8265781929,93.31
001333,光华股份,2022-12-07 00:00:00,106860609.35,1033463173.84,915606101.96,852526773.59,6240842.77,14753398.33,7233619.18,117329564.72,117642331.5,7.06,-16.39
833751,惠同新材,2022-12-07 00:00:00,26000460.57,136968180.35,106877449.46,82552261.71,2879934.58,10229382.19,130119.55,30689788.41,30643810.61,-0.2534631189,17.495862055451
838227,美登科技,2022-12-06 00:00:00,31838776.54,84105310,49320159.28,25301533.05,1564897.77,7496737.26,-16675.47,35870709.52,35857033.41,-3.4124007745,-14.39001769404
837663,明阳科技,2022-12-06 00:00:00,33137249.45,142026044.18,103500506.88,78517626.2,2741956.51,13034584.94,1320479.38,38189830.18,38073813.75,27.4930260322,31.56
688147,微导纳米,2022-12-06 00:00:00,-3254721.89,385052503.41,397492857.61,242164299.4,28573091.16,29214526.43,2242743.07,-20454894.53,-18511141.41,66.8017567543,-115.83
839371,欧福蛋业,2022-12-06 00:00:00,28798739.56,647570265.92,615027607.27,567363864.58,12184639.79,18308292.43,194233.22,33030498.39,33304451.81,7.42201941,117.88
688141,杰华特,2022-12-06 00:00:00,109102557.74,1040090745.75,942897257.86,616656755.44,47863958.97,51684106.75,3910067.13,108407916.22,108618354.51,56.5160149368,59.13
834950,迅安科技,2022-12-02 00:00:00,33171964.25,137554968.48,100181094.27,85837565.77,3031727.74,7588127.6,-3654348.27,40499207.45,38650130.07,-15.4452810134,-14.65
002224,三力士,2022-12-02 00:00:00,77456483.03,604563007.68,502740381.99,449651475.25,9866958.65,61278075.87,-51415063.02,84636486.14,84278575.96,-10.2311640565,-31.67
301280,珠城科技,2022-12-02 00:00:00,81680102.4,776791428.67,672233733.57,599591732.63,16174894.04,25587826.79,56974.3,105651115.45,105701088.44,0.3184966107,-23.15
688020,方邦股份,2022-12-02 00:00:00,-53884720.25,239299797.91,265865314.31,171196229.44,7259073.09,29847504.12,287721.18,-50141650.53,-49489847.86,29.4052840964,-213.39
688498,源杰科技,2022-12-02 00:00:00,73923914.46,193444207.48,117393863.62,72217695.21,8502085.59,18443672.47,-404907.64,83937605.79,83933013.79,25.7561190069,22.98
430556,雅达股份,2022-12-01 00:00:00,27661705.94,224465397.25,198385818.51,152054379.96,12946919.47,13251735.79,-86342.23,30291294.06,30379964.8,-2.4940990884,-21.43
872541,铁大科技,2022-12-01 00:00:00,11013940.62,135425200.63,124904985.08,78325800.38,14503721.59,13738977.27,603139.16,11470772.8,11411544.31,27.5346906509,5.42
830779,武汉蓝电,2022-11-30 00:00:00,38342214.32,92847542.23,51192744.9,30895580.76,7287267.46,4212684.94,-279866.14,47649679.25,47660369.75,20.6057541182,16.329166150405
688172,燕东微,2022-11-30 00:00:00,437911781.74,1736744615.82,1208908364.38,985020921.03,20844427.58,132693452.2,-71930940.84,524486764.31,519187923.59,23.2432236187,29.46
838701,豪声电子,2022-11-30 00:00:00,53774441.77,515564686.68,473761782.61,422629921.44,7381080.83,24644100.53,-3420450.23,58009293.65,60751834.58,-6.5849333208,105.635942691143
600589,*ST榕泰,2022-11-30 00:00:00,-147410847.07,303818690.87,395394419.13,257060741.13,4993690.31,58004634.77,65117568.6,-136539956.42,-147731366.2,-61.9502735239,-354.82
301311,昆船智能,2022-11-29 00:00:00,57778555.36,1057979830.67,1009514762.14,775094028.55,51688292.22,97312315.26,12066099.94,58770781.51,58525668.58,-2.1561047784,41.28
836699,海达尔,2022-11-29 00:00:00,24852415.57,204068584.58,175668398.45,158682869.31,1585571.99,6395657.97,1038497.35,27942059.8,28069797.11,11.0381365868,-1.34534275895
001223,欧克科技,2022-11-29 00:00:00,169136871.08,432437481.23,268721321.28,217134096.59,13765533.99,19387530.52,-3524789.88,198605894.13,198431231.69,2.3912678636,-9.32
839792,东和新材,2022-11-29 00:00:00,91079724.06,488857949.32,371374074.29,324445946.48,4642793.89,24500822.97,-2211955.93,120155259.8,120874272.46,9.9443587957,17.11
834261,一诺威,2022-11-28 00:00:00,165694658.84,4829703579.94,4634778579.2,4468386107.91,59255918.89,64883085.27,-8749698.64,191712620.76,189942119.85,-19.8365840202,-17.97
301265,华新环保,2022-11-28 00:00:00,97063897.29,564149356.26,457056214.35,400943937.44,2847686.46,29593765.54,2189962.35,107718787.5,107422839.48,-7.0904443402,-27.68
834407,驰诚股份,2022-11-28 00:00:00,20402580.14,135957532.97,114634567.31,73115162.95,19568742.9,11878072.85,49790.83,24139312.76,23563435.87,35.2901910357,-6.71
301398,星源卓镁,2022-11-28 00:00:00,44259477.78,200559980.25,149406253.17,126635177.04,5043787.78,9842383.65,-4676434.45,49824857.04,50111656.56,27.2862760499,-7.102643562548
834770,艾能聚,2022-11-28 00:00:00,54626096.43,317399280.36,254958590.88,239087870.14,897375.7,6715330.84,5848293.72,60907417.28,61113106.14,30.0369118789,53.87
872392,佳合科技,2022-11-25 00:00:00,20109983.26,240319702.9,222830483,199676224.64,6991600.03,9710004.34,710934.48,24172208.05,22596444.24,-18.0722293278,-27.23
301368,丰立智能,2022-11-25 00:00:00,42498440.74,350235173.1,308805776.61,280768614.66,2115183.93,13274536.48,-2870024.28,46142524,47934523.08,-14.2712516821,-2.15
