股票代码,股票简称,公告日期,净利润(元),营业总收入(元),营业总支出(元),营业支出(元),销售费用(元),管理费用(元),财务费用(元),营业利润(元),利润总额(元),营业总收入同比(%),净利润同比(%)
301518,长华化学,2023-07-13 00:00:00,19812100.86,536480043.48,512247153.64,500039767.22,4959958.27,4657469.37,10316.57,22326265.76,22352813.76,-7.7862899051,-33.12
301371,敷尔佳,2023-07-11 00:00:00,159332579.64,373019508.51,173769088.15,64733322.55,87125893.78,22465736.03,-10293230.35,212154227.54,212330263.34,5.3756574309,-1.42
603119,浙江荣泰,2023-07-11 00:00:00,30997237.34,153444519.55,121520879.41,97482673.45,4460255.7,7776413.62,1495094.32,35295436.89,35034892.28,11.7297582573,24.87
688646,逸飞激光,2023-07-11 00:00:00,8675946.16,114100735.37,106344459.02,79513300.77,5153280.97,6773360.91,750992.27,6202339.85,6407414.19,219.3134393414,409.89
301446,福事特,2023-07-07 00:00:00,22250254.19,117600599.72,91061242.8,72127419.2,4367783.27,8900618.5,410520.2,27164216.67,27167798.73,-0.4310966089,-7.556561267558
301519,舜禹股份,2023-07-07 00:00:00,3987363.01,103477741.25,97845498.26,65829258.57,8897221.11,11459963.37,4662652.23,4410924.01,4255167.34,40.7631973778,92.3
688612,威迈斯,2023-07-07 00:00:00,88157426.02,1043888847.58,966332030.45,859751869.7,24360043.83,27455541.34,1325914.33,91397363.33,91291608.43,54.4016573196,53.89
688651,盛邦安全,2023-07-07 00:00:00,-7064113.64,35476844.21,48945051.15,11124275.03,19146009.23,6671809.47,-55429.7,-8073043.5,-8407775.41,41.6970983461,6.01
300729,乐歌股份,2023-07-07 00:00:00,397053546.3,796407152.78,761165880.29,500467591.05,164931379.46,39958429.19,21143236.93,547902634.96,546660714.11,4.2923200229,2081.97
301512,智信精密,2023-07-06 00:00:00,-11998006.71,31923695.41,60590612.59,22432865.38,12358666.02,7557232.06,745379.02,-16710782,-16711034.13,-49.3463001664,-641.78
688450,光格科技,2023-07-05 00:00:00,-10953386.79,16792960.49,34575401.03,9075182.26,11236283.81,3412523.22,547441.73,-14124675.71,-14118942.61,46.3287980939,30.96
301172,君逸数码,2023-07-04 00:00:00,-4299076.66,17038093.72,19754822.8,10001717.62,2257403.35,2639245.98,-184634.14,-5628261.95,-5629866.54,-6.394752151,-341.86
301515,港通医疗,2023-07-03 00:00:00,6098289.41,70874328.77,72631494.89,49343088.03,8435424.8,6217369.36,886657.92,6501060.65,6432281.87,23.8514113081,235.31
688602,康鹏科技,2023-07-03 00:00:00,21518648.39,218947761.31,198057705.34,146061297.4,2670787.54,26262232.52,2316692.58,21355783.37,21283039.23,-28.7656641137,-58.7
301499,维科精密,2023-06-30 00:00:00,9783978.2,167878535.3,156983885.77,129125756.28,2642476.51,11298622.79,2980102.94,10202842.76,10299870.32,-3.1825764515,10.85
301468,博盈特焊,2023-06-30 00:00:00,30413867.05,126698338.46,89269142.29,73526699.83,519102.14,6583100.08,1009915.61,35249195.14,35213859.58,-37.8238061611,-24.89
300868,杰美特,2023-06-30 00:00:00,-9367188.8,91749654,113719853.37,68640242.76,16862352.19,14474608.82,4780782.93,-8401761.99,-8408059.62,-50.0964205598,-3.16
688563,航材股份,2023-06-30 00:00:00,120946841.16,582379901.72,443000090.15,371856339.46,3272667.49,20624661.02,4160765.64,136214358.57,136214358.57,None,6.44
002656,ST摩登,2023-06-30 00:00:00,-53551632.88,90491706.98,83802952.95,28817584.64,38537694.07,14631354.66,821999.99,-53993262.6,-53664042.42,29.1500627571,-384.02
301505,苏州规划,2023-06-29 00:00:00,3898401.56,63399780.52,61456659.26,45521175.66,2293830.19,9978519.5,-1322954.47,4345539.96,4459539.96,5.3109898013,2.04
688627,精智达,2023-06-29 00:00:00,-3421543.14,51184560.4,59918863.43,32407228.39,13018428.41,6108010.74,-3009643.34,-5484545.64,-5477558.79,548.2801587621,80.123984134912
300262,巴安水务,2023-06-29 00:00:00,-18976466.07,67983693.47,103818292.13,47794783.29,4770096.98,18848456.27,29422629.6,-16429430.23,-18893200.03,36.7737700468,64.79
002564,*ST天沃,2023-06-29 00:00:00,-235078369.87,877730250.37,1018982062.97,797470287.02,11782144.78,31279785.74,133151357.38,-284729330.05,-282668433.93,-36.4315994465,-12666.15
301503,智迪科技,2023-06-28 00:00:00,9884309.13,186859221.38,176681856.93,153270679.96,2248740.77,6620179.34,5426105.05,10389307.79,10448993.31,-15.830587637,156.41
688610,埃科光电,2023-06-28 00:00:00,2920037.72,57357502.17,54984833.91,33939906.11,4676539.46,9591373.69,342274.12,1294102.57,2894102.57,-8.2150237569,-83.04
688260,昀冢科技,2023-06-27 00:00:00,-29824112.7,90195566.92,129489496.8,80277230.59,5970626.18,19432747.15,6355558.28,-38520358.9,-39256471.9,-28.2141892678,-615.73
600178,东安动力,2023-06-22 00:00:00,-11705117.7,1245593432.45,1249926500.83,1154253420.42,26124753.46,40171070.78,-9011387.21,1270143.4,1406726.93,-32.0675904521,-159.85
301381,赛维时代,2023-06-21 00:00:00,51970159.19,1243613234.39,1176622575.19,384114998.4,736219570.45,29959663.45,9412044.66,60842319.48,59397231.23,22.8121535986,32.57
301329,信音电子,2023-06-20 00:00:00,18124801.36,184866815.54,165362518.08,130272645.44,12906569.94,10084495.54,4265902.35,20902279.01,20597868.1,-17.5439034117,-20.93208890789
688638,誉辰智能,2023-06-20 00:00:00,-3636060.19,157670435.57,165560297.19,136252633.16,6013999.45,9597133.2,-329311.91,-6539883.48,-6541658.09,100.63607013,19.69
301393,昊帆生物,2023-06-20 00:00:00,36288001.96,125210000.82,82947104.04,71474498.08,1719086.1,3767006.32,933716.76,42074162.01,42074162.01,3.4075768843,9.64
301456,盘古智能,2023-06-19 00:00:00,29073131.07,87766755.08,55951543.07,44843960.3,3570368.89,4226023.01,-626833.17,32639100.94,33639100.94,41.4147241961,41.97
301272,英华特,2023-06-19 00:00:00,7485838.81,80866407.2,73673056.65,59785631.22,3039044.96,4678800.03,372676.09,8306690.55,8108564.81,28.0442542732,73.53
002866,传艺科技,2023-06-17 00:00:00,25799200.68,363718843.06,341542559.4,260524795.11,20756957.25,24709697.73,7530414.35,28477025.93,28584292.47,-22.9497123701,-42.61
301370,国科恒泰,2023-06-16 00:00:00,26337206.3,1767509157.33,1707638269.21,1555274019.66,84370392.49,30423719.88,29766921.16,43562869.64,42526105.23,14.9843365828,4.01
688603,天承科技,2023-06-16 00:00:00,11377316.98,75437966.53,63029832.65,49700591.6,3749413.97,3738692.22,255276.61,12882720.25,12672716.47,-15.0731347184,-9.025794362041
002996,顺博合金,2023-06-16 00:00:00,50607584.06,2235263850.82,2243682847.17,2180937139.83,2531568.04,23640155.33,24275288.57,55492324.84,55509383.85,-20.2364193216,-60.03
301486,致尚科技,2023-06-15 00:00:00,16717052.66,123998664.81,107781737.95,79989843.72,2210337.83,11113289.6,8068501.67,18496795.59,18487158.32,9.5601495837,-22.54
301261,恒工精密,2023-06-14 00:00:00,30177509.68,220591455.83,188790081.37,166650446.01,4568814.1,7775296.43,1912243.65,34382458.56,34392472.28,-1.376371201,35.61
301202,朗威股份,2023-06-14 00:00:00,7578036.6,155900697.93,147116804.62,122328167.51,5469089.13,7491699.46,3793655.34,8009789.18,8027814.36,-27.0994041853,-6.43
600679,上海凤凰,2023-06-14 00:00:00,15151349.24,351574080.01,342015608,286778054.92,13469305.76,33873309.59,2932306.78,16708032.48,16445438.04,-15.0622417001,-37.9
300911,亿田智能,2023-06-14 00:00:00,40695378.12,228414228.25,183918399.2,115381085.98,45255006.47,12288304.47,-4239250.73,47702063.65,47946443.01,-7.3983231869,-8.67
301488,豪恩汽电,2023-06-12 00:00:00,15190838.77,244297503.34,228986846.61,191231148.59,3911088.68,4634302.57,-386123.6,17457548.34,17486518.31,4.2266073672,-4.33
301292,海科新源,2023-06-12 00:00:00,31228429.15,773151542.84,754126693.04,680472134.48,5831809.84,23963922.67,13226548.98,20436765.68,32071563.84,-18.1578272764,-89.303248309827
688582,芯动联科,2023-06-09 00:00:00,-5819746.84,11205475.75,22550855.37,2715231.12,1001006.5,5531690.57,160494.73,-5819746.84,-5819746.84,-0.0178392545,-123.31
301210,金杨股份,2023-06-09 00:00:00,13614985.34,225187966.48,210096722.45,186825309.96,2445490.16,8162546.48,2045578.55,19075424.6,19113643.7,-27.9112894307,-44.44
301395,仁信新材,2023-06-08 00:00:00,15435888.62,471911479.62,457030147.04,452433519.73,308920.75,2804259.86,-25440.5,18301323.58,18299313.96,-16.2834526178,-45.74
688429,时创能源,2023-06-08 00:00:00,64251015.93,475123923.43,410544245.42,345714326.92,3690826.2,24891186.87,-62825.59,72870234.02,72994727.05,18.0555665561,286.97
301291,明阳电气,2023-06-08 00:00:00,44365802.97,706813628.03,651962373.67,565160631.1,38558000.73,21404302.32,3566417.19,48887086.21,48909690.43,84.0157507334,229.86
688631,莱斯信息,2023-06-07 00:00:00,-31894879.15,176598793.8,222634222.03,132061183.44,23262654.52,37108534,-172992.71,-41929713.55,-42062120.64,233.4969971268,15.92
301448,开创电气,2023-06-06 00:00:00,11905903.97,132360392.93,118302027.37,98420412.82,6439435.61,6303667.55,1635077.24,12734668.2,12622627.13,-21.6722042619,0.59
688629,华丰科技,2023-06-06 00:00:00,11662055.06,178300067.19,175279027.09,127145657.41,6476661.4,21318677.97,1281379.66,11441577.84,11366940.85,20.1060739464,417.872787360515
301295,美硕科技,2023-06-06 00:00:00,12124496.17,117935948.78,106029366.41,90763487.79,5392795.34,4050326.06,147126.39,13480608.9,13467690.24,-6.5236194009,-21.17515066296
301170,锡南科技,2023-06-05 00:00:00,20824844.05,242007772.05,220980065.69,192104849.02,5215042.89,7956216.55,3177733.19,23045542.62,22844994.45,22.2421966965,50.09
688620,安凯微,2023-06-05 00:00:00,3868396.09,110800621.31,113064504.95,77367710.96,1458099.95,7978954.58,2143444.47,655699.49,621844.66,5.2389872209,38.41
300804,广康生化,2023-06-05 00:00:00,21734165.63,156157878.04,129117364.16,109081469.13,1347976.16,9010113.21,2896890.29,25240248.76,24604254.32,0.0003191908,-14.967388598834
688576,西山科技,2023-06-05 00:00:00,23949631.82,67453654.71,46939308.87,20645382.34,14717186.9,4667755.45,-617680.29,23591211.09,23621211.09,53.84,106.09
838701,豪声电子,2023-06-05 00:00:00,9561481.85,127717277.65,122511934.39,109307191.54,1158191.83,6141710.25,415276.62,10003260.1,10149630.07,-28.672541456,-20.415408252776
688543,国科军工,2023-06-02 00:00:00,9445524.52,145588349.78,130430987.55,96803902.05,2966212.19,17348857.99,3372791.54,11738190.84,11665339.32,134.744213234,219.49
301397,溯联股份,2023-06-02 00:00:00,30585912.68,221375933.06,181469952.86,151614291.31,7017573.47,10128573.03,471886.1,35049651.1,35055461.51,19.9502576162,6.3
301287,康力源,2023-06-01 00:00:00,21160476.41,167321394.7,143906676.79,115076083.88,14434368.91,3746335.68,3915863.36,24186904.3,24197660.71,-9.5292339002,2.89
688443,智翔金泰,2023-06-01 00:00:00,-200969108.81,100013.67,202037539.27,95915.57,None,46183754.09,8728425.2,-200964849.92,-200969108.81,1479.9273964618,149.72
301315,威士顿,2023-06-01 00:00:00,8855740.56,71550795.21,64627924.88,49567735,3557695.7,5463080.89,-398938.1,7214914.76,9516465.23,13.8681713217,94.627607272074
301376,致欧科技,2023-06-01 00:00:00,87379117.83,1267468108.1,1163181746.96,801277328.84,288718990.19,46801537.97,10070008.51,107599456.5,107443185.79,-11.1803490223,69.87
301262,海看股份,2023-05-31 00:00:00,107246562.37,242181995.51,128312663.15,102471088.8,3004941.8,13502790.48,-1950474.69,123132084.63,125132330.2,-4.0723388354,6.1
688334,西高院,2023-05-30 00:00:00,34827047.37,135646091.08,106733732.35,76951676.21,2352259.65,16747308.62,-1061709.54,40762387.2,40979388.22,58.2789715852,253.85
301037,保立佳,2023-05-29 00:00:00,-15251311.17,557861952.13,576691398.23,489383467.33,37361470.99,23148069.61,9999673.8,-11475031.34,-11579944.13,-25.5696419085,-318.9
301225,恒勃股份,2023-05-29 00:00:00,28530125.28,174577121.96,143152522.6,115552359.21,3148520.21,12891763.97,219677.43,31498647.04,32776265.87,8.8738045849,0.69
000782,美达股份,2023-05-26 00:00:00,-16130500.12,600539182.24,606730798.95,572548885.6,7050489.43,21191954.68,1723109.56,-16443137.98,-16090206.84,-22.469696698,-181.12
301232,飞沃科技,2023-05-26 00:00:00,20736950.47,277644789.74,247176430.91,214438900.4,3391825.51,10021067.3,8859023.44,25338409.85,25328409.85,3.1536998736,-14.12272713397
001207,联科科技,2023-05-25 00:00:00,17531681.88,463002060.39,444506243.13,417282778.75,2894623.01,8104646.15,-1882305.76,18735648.03,18765184.34,28.6605585429,-26.2
301337,亚华电子,2023-05-25 00:00:00,4110527.38,58844941,57394038.05,28633245.85,10698625.48,6350505.92,-464382.93,4054344,4062557.79,17.3080128623,33.06
833751,惠同新材,2023-05-24 00:00:00,7191861.05,44469943.58,36013712.93,28325143.96,979041.06,3144037.66,530828.48,8572519.04,8533172.1,2.1588129652,4.355317329212
688562,航天软件,2023-05-23 00:00:00,-608704.29,326941298.5,335470479.2,270700886.75,14079117,23688049.3,-3300908.35,-7814742.65,-7751575.16,-3.9,77.707778139029
688472,阿特斯,2023-05-23 00:00:00,918308560.67,11830697757.23,10864778849.63,9948532804.35,245063984.55,319614581.57,192215362.89,1108390768.23,1107427707.71,53.4318002267,1181.61
001282,三联锻造,2023-05-23 00:00:00,19106342.03,243411162.39,221596870.2,191476828.44,1808329.53,8631422.8,1793977.8,19566795.5,19482321.23,-5.9932294772,11.4
301355,南王科技,2023-05-22 00:00:00,17369818.74,245800460.43,228004206.8,201128630.3,4425375.66,15024524.67,1251815.61,19920460.19,19645205.2,-3.4299459406,1.2
301305,朗坤环境,2023-05-22 00:00:00,42374306.1,383554242.84,348499286.65,282821663.09,4046490.01,26515315.01,22921612.84,47424784.15,47262886.77,-5.17,-25.89
301399,英特科技,2023-05-22 00:00:00,12959084.2,98509926.18,83529666.88,71731872.11,953275.75,5862518.87,122157.6,14640579.6,14638266.6,9.1094180418,-8.33
603278,大业股份,2023-05-20 00:00:00,33512353.46,1265768514.11,1286526602.86,1176079902.43,13690963.48,31795936.48,49635608.05,37053129.6,39597312.05,9.7167061332,143.64266333519
301320,豪江智能,2023-05-19 00:00:00,12889020.51,160581543.23,142513270.7,119098607.6,4918011.88,6431803.26,1373064.46,14279076.89,14282609.22,-13.8728200346,-20.45
301383,天键股份,2023-05-19 00:00:00,19099819.36,272035120.73,253513091.01,219444054.37,2425598.02,12388752.91,4207514.79,20949276.64,20982061.74,20.3660214094,43.52
301133,金钟股份,2023-05-19 00:00:00,17581913.55,197028289.66,172884732.65,146915404.74,7646173.95,6091224.53,1211989,19221057.17,19066692.95,24.4028904113,9.33
688458,美芯晟,2023-05-19 00:00:00,-4513029.19,80053425.63,86278012.42,56406675.31,5219417.58,5752148.97,133282.84,-4573696.77,-4579827.42,44.29,-47.4
688623,双元科技,2023-05-19 00:00:00,25932529.04,103947374.29,78292366.55,58725710.09,8825504.95,3853348.35,-1230334.36,29307636.58,29383904.58,70.3440060209,149.23
001324,长青科技,2023-05-19 00:00:00,12988951.74,102257722.44,89112588.91,73268298.48,3275912.27,7403119.41,-364932.2,14256492.41,15319396.64,32.47,1025.57514725796
002547,春兴精工,2023-05-18 00:00:00,-7093074.39,591894760.99,614924372.6,477987349.98,8984169.7,50316025.48,34293108.95,-15583428.32,-16103360.82,-12.9213396161,-142.44
001373,翔腾新材,2023-05-18 00:00:00,10110682.7,145372332.1,133159338.97,119927124.5,1964357.66,5256794.07,3668430.33,13410384.8,13380760.57,-50.1147005319,-37.12
688361,中科飞测,2023-05-18 00:00:00,31367069.83,161763960.23,159607500.24,72370011.1,15261141.42,15953249.29,1047121.3,31295861.37,31305770.31,254.8112828436,258.933355666138
688581,安杰思,2023-05-18 00:00:00,34224989.5,90446286.16,51650673.16,26683240.03,8828661.82,8038212.54,-97374.35,39083896.62,39210151.02,16.7,24.62
301428,世纪恒通,2023-05-18 00:00:00,17778100.82,247743259.44,230401854.49,183170814.16,11747491.02,18385173.32,5001909.31,18633019.46,18588106.35,18.66,66.75
301332,德尔玛,2023-05-17 00:00:00,23234046.68,665279102.62,643076059.92,469043124.94,109382944.88,32667426.09,-1045185.14,26282787.97,26673140.08,6.1576250834,15.68
301323,新莱福,2023-05-17 00:00:00,28267503.72,164294321.64,132659388.54,102324690.99,5481995.46,11527509.96,2834512.29,31852466.26,31703487.61,-11.3009427983,-19.8
301353,普莱得,2023-05-17 00:00:00,15325754.49,158454181.56,140609288.94,105896792.6,13872855.42,10359091.2,4313764.67,18196417.13,18195020.88,-2.0061924297,-39.66
688570,天玛智控,2023-05-17 00:00:00,93444203.16,467505987.73,347209578.48,236426616.18,22101708.87,50307704.24,-1699179.2,111587064.43,112707191.93,10.5934969749,9.303669777719
688552,航天南湖,2023-05-17 00:00:00,-17074624.25,50887456.71,91205667.75,37935305.63,1261441.32,11501288.51,-4156353.85,-26880415.49,-27346322.25,337.81,36.105306052193
301310,鑫宏业,2023-05-16 00:00:00,35820253.73,421252014.28,383789688.61,361394779.16,2907020.73,4043486.71,1306258.73,42257076.72,42297076.72,14.9179792036,25.57
836221,易实精密,2023-05-16 00:00:00,7658656.01,50325123.28,40479149.11,34022080.27,496807.64,2383490.41,545893,9104174.15,9104174.15,6.5040017013,2.33
688523,航天环宇,2023-05-16 00:00:00,5572791.35,25383076.83,27505900.03,10318142.15,1783861.69,5734281.13,24241.72,4684182.92,4696979.68,206.4951667967,180.54
301382,蜂助手,2023-05-16 00:00:00,29393407.76,210937887.99,174496032.65,148251814.23,5726571.03,7382634.19,3114159.01,32855330.43,33335622.33,25.3,19.07
300971,博亚精工,2023-05-16 00:00:00,15794334.25,83717542.12,72856019.51,47429844.88,4804677.35,11026574.47,-342282.13,17283497.16,17370892.27,33.8815493617,16.66
688512,慧智微,2023-05-15 00:00:00,-65597435.63,120114695.04,194134260.07,91747845.63,10272087.17,23168665.32,-651509.74,-71234720.22,-71439678.04,14.6,16.4
001380,华纬科技,2023-05-15 00:00:00,27136286.15,215108635.56,180854955.75,153378336.49,5610712.95,7143512.12,1889021.67,30240224.48,30263456.75,19.95,91.17
688593,新相微,2023-05-15 00:00:00,20071599.87,97432626.05,83663719.89,66362055.35,3183035.16,4682044.43,1199142.56,22219554.63,22219554.63,2.2075522731,-30.46
600684,珠江股份,2023-05-13 00:00:00,-51121390.21,2113283791.21,2096878912.18,1835931517.83,56125898.56,90348673.55,59770779.93,23935357.07,25101764.83,469.1857513486,55.78245529761
688235,百济神州,2023-05-13 00:00:00,-2446580000,3066389000,5640428000,557006000,1491506000,814969000,-52686000,-2392289000,-2392332000,57.4236417644,14.644608377568
836717,瑞星股份,2023-05-12 00:00:00,2621224.38,31939558.33,31970194.69,19696413.69,2688323.68,5588592.94,407958.91,2369622.9,2503456.12,35.122543896,181.21
688981,中芯国际,2023-05-12 00:00:00,1591324000,10208898000,8828307000,7884820000,55056000,611291000,-941040000,1896898000,1899721000,-13.8781053837,-44
870726,鸿智科技,2023-05-12 00:00:00,5291755.9,80803536.29,75331148.4,66236218.88,1774377.18,3091448.02,1660367.22,6222393.8,6222528.82,-26.8129596366,2.5
837592,华信永道,2023-05-11 00:00:00,-16080637.11,13574744.22,34396898.94,10907563.45,7856570.54,7947343.55,-338533.92,-19493477.76,-19493477.76,-5.0975040812,-19.64
301325,曼恩斯特,2023-05-11 00:00:00,67257429.22,150782239.08,73690937.05,45294905.32,7914984.24,5240700,267313.99,77409524.73,77421524.73,87.38,124.1
301252,同星科技,2023-05-11 00:00:00,25719392.16,215609635.84,188597150.7,165147131.16,4406050.12,8898847.21,1478887.81,29884749.65,29846890.7,3.2498850753,11.02
832982,锦波生物,2023-05-10 00:00:00,43004346.12,128061724.54,77484868.07,12889314.96,30276377.51,18668826.46,2747604.52,50605054.49,50580405.53,98.2814815277,180.94
832175,东方碳素,2023-05-10 00:00:00,14374548.99,82759239.22,66834758.2,56006870.04,585484.56,4998468.89,1215528.9,16326233.04,16305445.04,41.4055101832,-18.64
603185,弘元绿能,2023-05-10 00:00:00,676840782.09,3512722016.51,2949907837.49,2581555735.73,6858621.25,173317536.44,10165892.15,761119420.22,760977070.45,-38.0934145457,3.36
688216,气派科技,2023-05-10 00:00:00,-33632281.61,95927426.22,134777079.45,109568427.04,2784678.13,7541727.97,3593542.59,-39635084.75,-39581973.69,-24.1248334179,-450.593756664835
688428,诺诚健华,2023-05-10 00:00:00,-12406466.71,189387628.4,207586324.78,42897028.9,85962493.69,36912035.95,-101409201.8,-14229978.3,-14229365.4,58.9883031021,89.507609351687
300464,星徽股份,2023-05-10 00:00:00,4859127.28,466738622.25,460600616.88,320339995.08,64275219.47,39730928.08,28710583.08,5783793.53,5175232.25,-20.6774901645,118.09
688479,友车科技,2023-05-10 00:00:00,36302685.14,167211119.13,129748346.77,98015716.5,4878711.3,6815822.07,-623007.06,39471240.49,39545072.9,16.59,5.44
603172,万丰股份,2023-05-09 00:00:00,15382225.75,136602999.06,116241354.56,98848415.54,3276157.73,8737597.7,705667.44,17817538.37,17824613.73,3.17,0.76
688469,中芯集成,2023-05-09 00:00:00,-499593092.97,1154539275.25,1594028971.57,1126916378.03,7423056.91,27289114.8,84978244.68,-620340344.8,-620302243.5,0.2601379374,37.29
873576,天力复合,2023-05-09 00:00:00,12043231.47,151029493.13,136113252.85,120590490.24,1528006.27,8120032.63,45688.72,14351029.54,14193833.5,11.4128055267,17.75
600448,华纺股份,2023-05-09 00:00:00,1108326.78,636399707.18,636019709.56,563823491.18,10504833.29,15784115.65,9043699.3,1430359.35,1441767.06,-23.2666401864,-27.41
832471,美邦科技,2023-05-08 00:00:00,-2230549.84,92305375.87,95670541.82,80715772.6,792157.43,8697474.02,466008.63,-2891692.37,-2890084.44,-37.8797256397,-109.41
430017,星昊医药,2023-05-08 00:00:00,21127289.78,146509388.39,132590799.88,35615843.77,70769932.97,12547040.51,-19771.71,20222002.47,20288581.61,36.6144025544,39.41
000692,*ST惠天,2023-05-08 00:00:00,-257217821.78,1084049035.77,1359984694.34,1271311997.17,1615137.92,21210438.2,60051189.23,-272684644.74,-272893753.97,-6.6352703503,63.06
688707,振华新材,2023-05-06 00:00:00,70641478.89,2006164565.53,1891010544.53,1806302685.18,2681176.71,20353057.35,19311141.08,85898222.16,83054132.52,-22.2139475238,-79.37
000651,格力电器,2023-05-06 00:00:00,4109253018.34,35692251272.93,31180864739.2,25734998177.34,2606778887.74,1455797198.04,-553290749.45,4544725322.76,4542539591.15,0.4435738226,2.65
300317,珈伟新能,2023-05-06 00:00:00,-11979999.28,99950447.57,129530110.4,72889854.65,23196032.86,28870052.59,640402.78,-13832110.84,-13647645.78,-59.9313405938,-142.09
603989,艾华集团,2023-05-05 00:00:00,90430766.93,705210844.51,628446104.33,510308432.94,29427824.16,27082708.02,15767311.84,107696443.78,107571223.76,-18.8775471926,-21.27
003010,若羽臣,2023-05-05 00:00:00,6878378.02,282670941.4,275965109.1,184573950.57,64189164.73,20685719.92,-351593.63,6774581.79,6880174.76,-0.5950412148,94.53
301390,经纬股份,2023-05-05 00:00:00,-575335.08,40877119.01,44750763.6,23458777.18,10192491.45,5244321.83,-114338.68,2287.29,-941.33,21.8406221992,-69.43
002598,山东章鼓,2023-05-05 00:00:00,29372638.58,515861297.86,490871000.16,376406636.21,31650734.44,50645351.27,3129967.8,30447590.16,31837421.86,21.6432252918,45.8
688297,中无人机,2023-05-05 00:00:00,64492247.18,476617730.16,400906429.1,348113639.87,2978012.54,22674819.68,-14334502.76,75863231.97,75873231.97,-44.3434510979,-52.1
830779,武汉蓝电,2023-05-05 00:00:00,13219909.71,29133684.47,15856010.82,8374330.63,2339623.69,1661175.56,-156547.67,16064610.41,16087917.08,64.0584292625,103.07
600271,航天信息,2023-05-04 00:00:00,245693973.22,3505923338.82,3391406420.89,2519075371.64,252702659.76,329592200.62,5313783.34,500149340.62,500521849.02,-17.1003301716,308.36
688728,格科微,2023-05-04 00:00:00,-129193711,853204583,899094936,525884597,30782301,134591675,57289245,-131402396,-131003919,-50.8201504002,-153.5
301293,三博脑科,2023-05-04 00:00:00,24785199.73,312006313.1,273806594.89,236143541.16,3353788.62,33194336.36,946613.54,38863836.32,38190712.09,17.5528700184,71.78
002389,航天彩虹,2023-05-04 00:00:00,18648538.04,509055058.02,490875194.64,385410666.48,7174285.57,63502856.93,9265952.88,24001926.01,24553690.72,-29.6857306272,-46.27
839719,宁新新材,2023-05-04 00:00:00,24924978.78,182025761.6,150065881.25,126489926.95,1904664.42,5978508.76,8559120.55,30753129.19,30921881.89,101.4766163804,116.5
000679,大连友谊,2023-05-04 00:00:00,-8804252.88,41510782.53,53045438.04,31847157.7,3976107.55,7872175.4,6992070.3,-10995389.04,-10993931.82,-2.3828885269,8.66
688249,晶合集成,2023-05-04 00:00:00,-330557046.82,1089766262.43,1417226609.86,1002330292.58,12084162.34,58131960.77,88812049.52,-377049773.3,-376143428.81,-61.33,-125.28
688565,力源科技,2023-05-04 00:00:00,-3600243.73,42764250.3,48548385.36,32569993.1,1819457.02,8929064.18,914401.4,-3426601.85,-3426600.55,3.0999189229,-159.08
002721,*ST金一,2023-04-30 00:00:00,-164457364.34,564325707.87,723358768.25,497893938.39,53521865.26,23484705.06,142176532.2,-149226714.78,-174270233.92,-8.0452547921,-32.8
605228,神通科技,2023-04-29 00:00:00,2114143.65,297897736.27,299822764.91,247254439.59,4166265.82,24496115.08,-145512.19,2167448,371737.11,-8.4597815996,-88.12
